dataset,problem,file,lines,before,after
all_py,2213,702333.py,23,704,25
all_py,2213,742696.py,44,1378,70
all_py,2216,720932.py,14,462,24
all_py,2216,781651.py,12,593,39
all_py,2288,720265.py,33,697,51
all_py,2288,718287.py,40,778,64
all_py,2288,718288.py,37,854,72
all_py,2288,718101.py,57,1476,85
all_py,2288,715783.py,80,1647,118
all_py,2318,768116.py,4,159,5
all_py,2318,768036.py,4,177,5
all_py,2318,768058.py,4,199,5
all_py,2318,768350.py,9,263,6
all_py,2318,768047.py,11,426,16
all_py,2319,697520.py,27,744,45
all_py,2320,776355.py,13,411,18
all_py,2320,776528.py,16,478,23
all_py,2320,776325.py,17,536,22
all_py,2320,776169.py,26,607,30
all_py,2321,731704.py,45,1029,40
all_py,2321,730102.py,26,1154,41
all_py,2321,735011.py,51,1248,42
all_py,2321,734636.py,58,1378,57
all_py,2324,697521.py,27,870,41
all_py,2324,801385.py,26,981,38
all_py,2324,786543.py,46,985,41
all_py,2324,694176.py,63,1495,66
all_py,2325,736940.py,32,834,33
all_py,2325,736227.py,39,1070,42
all_py,2335,713960.py,22,1141,39
all_py,2335,717810.py,31,1242,54
all_py,2335,713451.py,42,1281,71
all_py,2335,716725.py,60,1591,74
all_py,2336,748015.py,18,528,22
all_py,2336,748014.py,21,573,25
all_py,2336,737416.py,32,673,34
all_py,2336,736232.py,35,763,41
all_py,2337,781286.py,10,303,16
all_py,2338,720426.py,31,676,39
all_py,2339,747905.py,18,466,18
all_py,2339,737438.py,26,515,26
all_py,2339,730792.py,22,602,29
all_py,2339,736641.py,27,758,28
all_py,2340,707662.py,22,714,30
all_py,2393,795945.py,28,981,40
all_py,2393,697400.py,23,1037,39
all_py,2393,721434.py,39,1095,39
all_py,2393,747857.py,36,1238,39
all_py,2403,714052.py,17,454,27
all_py,2403,763571.py,18,524,31
all_py,2403,708284.py,22,588,40
all_py,2403,764449.py,35,635,39
all_py,2404,782820.py,61,1493,101
all_py,2414,705396.py,10,280,17
all_py,2414,801387.py,12,336,18
all_py,2414,782157.py,22,473,34
all_py,2414,771808.py,28,727,45
all_py,2415,739426.py,4,222,8
all_py,2415,739574.py,5,262,8
all_py,2415,739201.py,10,334,12
all_py,2415,739606.py,17,553,20
all_py,2416,736340.py,57,1490,53
all_py,2416,737595.py,53,1609,67
all_py,2417,782153.py,17,386,17
all_py,2417,697844.py,17,505,24
all_py,2417,801389.py,16,565,25
all_py,2417,766182.py,35,786,48
all_py,2419,775429.py,6,310,9
all_py,2419,775474.py,20,486,24
all_py,2419,775754.py,19,579,28
all_py,2419,798738.py,35,860,47
all_py,2424,714701.py,42,1408,64
all_py,2448,696442.py,13,272,15
all_py,2448,696452.py,14,286,15
all_py,2448,709171.py,8,364,12
all_py,2448,793349.py,17,376,23
all_py,2449,789651.py,40,965,46
all_py,2450,681932.py,19,676,31
all_py,2450,683550.py,29,889,46
all_py,2450,683572.py,36,1062,56
all_py,2450,682664.py,37,1109,56
all_py,2451,696458.py,28,643,44
all_py,2451,695980.py,37,712,41
all_py,2452,696422.py,25,1254,46
all_py,2459,696423.py,21,737,27
all_py,2460,696424.py,13,385,19
all_py,2460,701490.py,19,508,26
all_py,2460,762220.py,35,712,45
all_py,2461,696425.py,6,289,9
all_py,2461,696461.py,8,330,11
all_py,2461,696541.py,8,361,11
all_py,2462,696457.py,10,290,17
all_py,2462,696455.py,11,327,18
all_py,2462,801391.py,11,330,19
all_py,2462,770445.py,16,391,25
all_py,2468,713730.py,2,72,3
all_py,2468,801392.py,3,96,4
all_py,2468,761664.py,12,190,10
all_py,2471,696426.py,16,517,28
all_py,2471,696454.py,17,556,31
all_py,2473,711030.py,17,618,29
all_py,2474,766973.py,21,728,25
all_py,2477,718769.py,6,332,8
all_py,2478,730481.py,7,201,13
all_py,2478,766790.py,10,202,13
all_py,2478,695954.py,8,264,15
all_py,2478,793013.py,13,328,21
all_py,2494,695957.py,15,487,26
all_py,2494,771810.py,20,543,30
all_py,2507,697516.py,15,495,25
all_py,2507,796877.py,23,532,36
all_py,2507,796939.py,25,575,42
all_py,2507,796949.py,25,602,42
all_py,2508,695962.py,12,437,16
all_py,2531,683935.py,14,507,18
all_py,2531,720811.py,19,521,25
all_py,2532,779351.py,12,407,17
all_py,2532,779563.py,15,476,23
all_py,2532,779641.py,22,592,28
all_py,2532,778848.py,28,713,35
all_py,2533,684030.py,4,215,6
all_py,2533,788733.py,14,453,19
all_py,2533,713578.py,20,592,28
all_py,2534,759932.py,18,619,26
all_py,2534,759989.py,19,622,26
all_py,2534,720813.py,50,1073,76
all_py,2535,799066.py,5,127,9
all_py,2535,761575.py,5,135,9
all_py,2535,801228.py,5,143,9
all_py,2535,701493.py,8,204,15
all_py,2536,786289.py,7,285,13
all_py,2536,701494.py,9,307,16
all_py,2537,701496.py,11,336,16
all_py,2537,786281.py,11,386,20
all_py,2538,701499.py,4,182,5
all_py,2538,721919.py,4,201,5
all_py,2538,726297.py,6,302,7
all_py,2538,721375.py,20,354,16
all_py,2539,793639.py,8,200,11
all_py,2539,701500.py,8,231,13
all_py,2539,801362.py,22,641,35
all_py,2540,711034.py,17,792,29
all_py,2541,703034.py,6,172,10
all_py,2542,701501.py,10,248,15
all_py,2543,696163.py,8,233,11
all_py,2543,793413.py,15,295,21
all_py,2543,793417.py,15,361,25
all_py,2543,793636.py,22,498,35
all_py,2544,696559.py,9,311,16
all_py,2544,711035.py,8,365,14
all_py,2552,703048.py,12,372,19
all_py,2559,781834.py,7,210,12
all_py,2559,711037.py,7,245,12
all_py,2560,797258.py,6,295,12
all_py,2560,715646.py,10,313,14
all_py,2560,797245.py,21,495,25
all_py,2560,753868.py,47,1743,56
all_py,2563,711038.py,7,273,11
all_py,2563,753870.py,50,1817,60
all_py,2578,699926.py,18,675,27
all_py,2578,713092.py,23,721,33
all_py,2579,722293.py,6,209,7
all_py,2579,708949.py,14,361,18
all_py,2579,722417.py,13,401,17
all_py,2579,781839.py,27,448,17
all_py,2593,701893.py,38,777,38
all_py,2593,701886.py,37,866,44
all_py,2593,734648.py,38,925,53
all_py,2593,799463.py,40,983,52
all_py,2594,717722.py,23,468,22
all_py,2594,683632.py,15,505,27
all_py,2594,742807.py,38,1103,50
all_py,2595,723835.py,27,555,27
all_py,2595,683742.py,25,617,43
all_py,2595,717398.py,29,635,36
all_py,2595,766782.py,25,747,39
all_py,2596,717656.py,31,597,27
all_py,2596,781844.py,27,701,26
all_py,2596,697213.py,23,713,33
all_py,2602,781851.py,26,456,13
all_py,2602,695843.py,14,487,19
all_py,2627,696560.py,30,780,42
all_py,2627,781858.py,33,894,46
all_py,2627,742952.py,29,913,50
all_py,2627,775634.py,43,1022,55
all_py,2628,716580.py,20,594,34
all_py,2628,717080.py,29,818,38
all_py,2628,717770.py,44,1436,57
all_py,2628,717040.py,78,1822,71
all_py,2629,722663.py,8,318,10
all_py,2629,722248.py,10,347,12
all_py,2629,768728.py,11,506,14
all_py,2629,774328.py,18,573,20
all_py,2630,788378.py,22,611,34
all_py,2630,781862.py,22,692,30
all_py,2630,713224.py,34,713,39
all_py,2630,788219.py,27,788,44
all_py,2631,722289.py,16,532,26
all_py,2631,774330.py,38,933,36
all_py,2631,785869.py,41,1514,53
all_py,2655,695143.py,15,444,20
all_py,2655,697513.py,22,472,22
all_py,2655,695141.py,31,646,60
all_py,2655,694667.py,24,685,45
all_py,2656,695662.py,10,339,14
all_py,2656,798459.py,9,342,14
all_py,2656,695139.py,11,407,17
all_py,2656,697512.py,10,434,16
all_py,2657,715654.py,10,370,15
all_py,2657,766190.py,12,371,17
all_py,2657,695663.py,11,394,18
all_py,2658,714858.py,11,333,20
all_py,2658,695136.py,11,349,20
all_py,2658,781880.py,14,404,25
all_py,2659,799436.py,19,492,26
all_py,2659,654399.py,30,607,32
all_py,2659,721307.py,20,673,35
all_py,2659,654428.py,31,773,40
all_py,2692,751949.py,16,567,35
all_py,2692,750571.py,27,668,38
all_py,2692,751998.py,30,778,45
all_py,2692,751996.py,33,878,48
all_py,2693,752018.py,18,693,24
all_py,2693,752104.py,24,773,32
all_py,2693,751918.py,37,926,32
all_py,2693,751913.py,38,1387,56
all_py,2694,749904.py,19,556,27
all_py,2694,751826.py,25,642,38
all_py,2694,751706.py,29,730,43
all_py,2694,751690.py,42,1270,65
all_py,2695,751774.py,19,613,23
all_py,2695,751651.py,17,643,25
all_py,2695,751713.py,33,748,34
all_py,2695,751642.py,40,1117,56
