dataset,problem,file,lines,before,after
all_py,2209,696016.py,7,420,7
all_py,2210,768670.py,6,357,7
all_py,2210,768487.py,15,1248,19
all_py,2210,730517.py,15,778,20
all_py,2210,774585.py,20,859,22
all_py,2210,768609.py,40,2696,47
all_py,2211,696022.py,14,406,16
all_py,2211,766781.py,10,486,13
all_py,2212,702441.py,10,824,12
all_py,2212,701970.py,9,1143,12
all_py,2212,771157.py,17,1345,24
all_py,2212,714099.py,39,1934,58
all_py,2213,770067.py,13,833,16
all_py,2213,701671.py,18,1115,19
all_py,2213,770241.py,22,1229,23
all_py,2213,742696.py,44,2435,59
all_py,2216,720932.py,14,811,20
all_py,2216,781651.py,12,1067,31
all_py,2288,720265.py,33,1204,40
all_py,2288,775616.py,27,1535,31
all_py,2288,719603.py,59,2254,71
all_py,2288,718230.py,22,3877,25
all_py,2318,768116.py,4,314,5
all_py,2318,768117.py,4,304,5
all_py,2318,768277.py,7,476,10
all_py,2318,768047.py,11,725,13
all_py,2319,697520.py,27,1237,43
all_py,2320,776355.py,13,625,18
all_py,2320,776528.py,16,756,23
all_py,2320,776325.py,17,900,22
all_py,2320,776169.py,26,983,29
all_py,2321,731704.py,45,1893,37
all_py,2321,730102.py,26,2126,38
all_py,2321,735011.py,51,2260,38
all_py,2321,734636.py,58,2485,52
all_py,2324,697521.py,27,1499,36
all_py,2324,801385.py,26,1687,34
all_py,2324,786543.py,46,1650,37
all_py,2324,694176.py,63,2597,61
all_py,2325,736940.py,32,1407,32
all_py,2325,736227.py,39,1814,40
all_py,2335,713960.py,22,1958,29
all_py,2335,717810.py,31,2015,45
all_py,2335,713451.py,42,2111,62
all_py,2335,716725.py,60,2563,68
all_py,2336,748015.py,18,956,21
all_py,2336,748014.py,21,1030,24
all_py,2336,737416.py,32,1197,32
all_py,2336,736232.py,35,1309,39
all_py,2337,781286.py,10,487,15
all_py,2338,720426.py,31,1177,34
all_py,2339,747905.py,18,740,18
all_py,2339,737438.py,26,839,25
all_py,2339,730792.py,22,977,29
all_py,2339,736641.py,27,1266,28
all_py,2340,707662.py,22,1305,29
all_py,2393,795945.py,28,1724,35
all_py,2393,697400.py,23,1920,35
all_py,2393,721434.py,39,1948,35
all_py,2393,747857.py,36,2231,36
all_py,2403,714052.py,17,761,22
all_py,2403,763571.py,18,854,24
all_py,2403,708284.py,22,1033,28
all_py,2403,764449.py,35,1061,33
all_py,2404,782820.py,61,2915,84
all_py,2414,705396.py,10,502,14
all_py,2414,801387.py,12,584,17
all_py,2414,782157.py,22,815,29
all_py,2414,771808.py,28,1220,36
all_py,2415,739426.py,4,353,8
all_py,2415,739574.py,5,441,8
all_py,2415,739201.py,10,565,12
all_py,2415,739606.py,17,934,20
all_py,2416,736340.py,57,2621,50
all_py,2416,737595.py,53,2792,62
all_py,2417,782153.py,17,617,16
all_py,2417,697844.py,17,849,22
all_py,2417,801389.py,16,937,23
all_py,2417,766182.py,35,1327,43
all_py,2419,775429.py,6,530,9
all_py,2419,775474.py,20,787,21
all_py,2419,775754.py,19,943,25
all_py,2419,798738.py,35,1391,44
all_py,2424,714701.py,42,2461,60
all_py,2448,696442.py,13,460,14
all_py,2448,696452.py,14,515,14
all_py,2448,709171.py,8,657,11
all_py,2448,793349.py,17,625,18
all_py,2449,696421.py,13,1737,18
all_py,2449,789651.py,40,1756,38
all_py,2450,681932.py,19,1147,25
all_py,2450,683550.py,29,1421,41
all_py,2450,683572.py,36,1728,48
all_py,2450,682664.py,37,1848,48
all_py,2451,696458.py,28,1130,35
all_py,2451,695980.py,37,1188,35
all_py,2452,696422.py,25,2194,37
all_py,2459,696423.py,21,1262,26
all_py,2460,696424.py,13,627,19
all_py,2460,701490.py,19,804,23
all_py,2460,762220.py,35,1150,38
all_py,2461,696425.py,6,494,9
all_py,2461,696461.py,8,530,11
all_py,2461,696541.py,8,592,11
all_py,2462,696457.py,10,452,14
all_py,2462,696455.py,11,527,16
all_py,2462,801391.py,11,525,16
all_py,2462,770445.py,16,609,22
all_py,2468,713730.py,2,115,3
all_py,2468,801392.py,3,149,4
all_py,2468,761664.py,12,317,10
all_py,2471,696426.py,16,892,25
all_py,2471,696454.py,17,945,24
all_py,2473,711030.py,17,1067,27
all_py,2474,766973.py,21,1256,22
all_py,2477,718769.py,6,548,8
all_py,2478,730481.py,7,472,9
all_py,2478,766790.py,10,472,9
all_py,2478,695954.py,8,492,9
all_py,2478,793013.py,13,616,12
all_py,2494,695957.py,15,836,23
all_py,2494,771810.py,20,954,25
all_py,2507,697516.py,15,838,19
all_py,2507,796877.py,23,833,30
all_py,2507,796939.py,25,908,33
all_py,2507,796949.py,25,953,33
all_py,2508,695962.py,12,720,16
all_py,2531,683935.py,14,848,18
all_py,2531,720811.py,19,900,24
all_py,2532,779351.py,12,799,17
all_py,2532,779563.py,15,873,22
all_py,2532,779641.py,22,1129,27
all_py,2532,778848.py,28,1343,34
all_py,2533,684030.py,4,358,6
all_py,2533,788733.py,14,735,19
all_py,2533,713578.py,20,917,25
all_py,2534,759932.py,18,1084,24
all_py,2534,759989.py,19,1104,24
all_py,2534,720813.py,50,1767,63
all_py,2535,799066.py,5,223,6
all_py,2535,761575.py,5,243,6
all_py,2535,801228.py,5,255,6
all_py,2535,701493.py,8,365,9
all_py,2536,786289.py,7,490,10
all_py,2536,701494.py,9,510,13
all_py,2537,701496.py,11,550,15
all_py,2537,786281.py,11,628,17
all_py,2538,701499.py,4,290,5
all_py,2538,721919.py,4,329,5
all_py,2538,726297.py,6,503,7
all_py,2538,721375.py,20,575,15
all_py,2539,793639.py,8,326,8
all_py,2539,701500.py,8,358,11
all_py,2539,801362.py,22,985,31
all_py,2540,711034.py,17,1368,26
all_py,2541,703034.py,6,301,7
all_py,2542,701501.py,10,387,12
all_py,2543,696163.py,8,389,8
all_py,2543,793413.py,15,498,16
all_py,2543,793417.py,15,570,19
all_py,2543,793636.py,22,832,23
all_py,2544,696559.py,9,511,13
all_py,2544,711035.py,8,624,11
all_py,2552,703048.py,12,629,16
all_py,2559,781834.py,7,332,9
all_py,2559,711037.py,7,405,9
all_py,2560,797258.py,6,513,11
all_py,2560,715646.py,10,517,11
all_py,2560,797245.py,21,773,22
all_py,2560,753868.py,47,2905,51
all_py,2563,711038.py,7,456,10
all_py,2563,753870.py,50,3028,55
all_py,2578,699926.py,18,1140,26
all_py,2578,713092.py,23,1210,31
all_py,2579,722293.py,6,369,7
all_py,2579,708949.py,14,576,15
all_py,2579,722417.py,13,662,17
all_py,2579,781839.py,27,730,17
all_py,2593,701893.py,38,1287,36
all_py,2593,701886.py,37,1489,39
all_py,2593,734648.py,38,1564,48
all_py,2593,799463.py,40,1611,45
all_py,2594,717722.py,23,768,20
all_py,2594,683632.py,15,860,22
all_py,2594,742807.py,38,2004,46
all_py,2595,723835.py,27,965,26
all_py,2595,683742.py,25,1022,34
all_py,2595,717398.py,29,1084,31
all_py,2595,766782.py,25,1281,34
all_py,2596,717656.py,31,1024,26
all_py,2596,781844.py,27,1242,25
all_py,2596,697213.py,23,1214,32
all_py,2602,781851.py,26,745,13
all_py,2602,695843.py,14,776,19
all_py,2627,696560.py,30,1416,37
all_py,2627,781858.py,33,1560,42
all_py,2627,742952.py,29,1660,45
all_py,2627,775634.py,43,1759,49
all_py,2628,716580.py,20,1048,28
all_py,2628,717080.py,29,1328,37
all_py,2628,717770.py,44,2423,52
all_py,2628,717040.py,78,3239,69
all_py,2629,722663.py,8,677,10
all_py,2629,722248.py,10,711,12
all_py,2629,768728.py,11,896,14
all_py,2629,774328.py,18,1001,19
all_py,2630,788378.py,22,1182,28
all_py,2630,781862.py,22,1360,26
all_py,2630,713224.py,34,1349,34
all_py,2630,788219.py,27,1489,36
all_py,2631,722289.py,16,912,24
all_py,2631,774330.py,38,1557,31
all_py,2631,785869.py,41,2574,51
all_py,2655,695143.py,15,894,18
all_py,2655,697513.py,22,946,19
all_py,2655,695141.py,31,1150,52
all_py,2655,694667.py,24,1217,35
all_py,2656,695662.py,10,577,11
all_py,2656,798459.py,9,579,13
all_py,2656,695139.py,11,692,16
all_py,2656,697512.py,10,748,15
all_py,2657,715654.py,10,602,14
all_py,2657,766190.py,12,612,14
all_py,2657,695663.py,11,632,15
all_py,2658,714858.py,11,553,16
all_py,2658,695136.py,11,594,16
all_py,2658,781880.py,14,671,20
all_py,2659,799436.py,19,832,22
all_py,2659,654399.py,30,1023,28
all_py,2659,721307.py,20,1147,30
all_py,2659,654428.py,31,1325,35
all_py,2692,751949.py,16,1164,28
all_py,2692,750571.py,27,1262,33
all_py,2692,751998.py,30,1428,40
all_py,2692,751996.py,33,1634,43
all_py,2693,752018.py,18,1129,23
all_py,2693,752104.py,24,1303,29
all_py,2693,751918.py,37,1552,31
all_py,2693,751913.py,38,2375,52
all_py,2694,749904.py,19,966,21
all_py,2694,751826.py,25,1111,35
all_py,2694,751706.py,29,1221,39
all_py,2694,751690.py,42,2156,58
all_py,2695,751774.py,19,991,23
all_py,2695,751651.py,17,1091,24
all_py,2695,751713.py,33,1304,32
all_py,2695,751642.py,40,1941,52
